,color-ID,TopColor,color-Description,color-Label,color-Image-url,color-FullPrice,color-CurrentPrice,color-Discount,color-BestSeller,color-InStock,color-MemberExclusive,color-New
1239,11cb7041-8358-50ac-bb01-9011897e5c6a,Black/Dark Smoke Grey/White,White/White,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/072cb667-d69e-4039-99be-90f0a8094895/image.jpg",90.0,72.97,False,False,False,False,False
1240,ff977316-b6e4-5394-9ac4-205097edb09a,Black/Dark Smoke Grey/White,Black/White/Rush Pink,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/b791880f-6ad4-47ba-b6d4-31eb74b58f2f/image.jpg",90.0,90.0,False,False,False,False,False
1241,84f3433a-4290-5b9c-b469-4e7b4b41b0b1,White/Black,White/Black,IN_STOCK,"https://static.nike.com/a/images/ar_4:5,c_pad,w_400,f_auto/t_product_v1/qqcdasrajcfpopbihybo/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK.jpg",115.0,115.0,False,False,False,False,False
1242,b677655e-be0e-51f7-896e-9f4f6e8dcecb,Black/Anthracite/Smoke Grey/White,Black/Anthracite/Smoke Grey/White,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/24231b12-64f5-4957-adc6-525518d4ecfb/image.jpg",150.0,150.0,False,False,False,False,False
1243,f803062c-b619-5a7e-addb-756ad0ae59e9,Black/Off Noir,Black/Off Noir,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/144ef24f-c581-4c5a-bfa3-14ac46caf9e9/image.jpg",65.0,65.0,False,False,False,False,False
1244,959ed053-13aa-5fa2-859f-336e06981956,Black/Off Noir,Football Grey/Bright Crimson/Arctic Punch/Dark Smoke Grey,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/7603e7d8-5c10-4b62-bb7e-9d95febcfc15/image.jpg",65.0,65.0,False,False,False,False,False
1245,fe0b53a1-ceb4-5421-bb8b-bd754a401612,Black/Off Noir,Black/Pure Platinum/White,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/eacd9775-1eef-4187-b98d-969022e361f2/image.jpg",65.0,65.0,False,False,False,False,False
1246,1f551aca-52ba-50ee-ab8b-fe09ebd1b844,Black/Off Noir,Black/Lapis/Light Thistle/Doll,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/886b8b60-c4fa-4be6-b065-06c6233c5fef/image.jpg",65.0,65.0,False,False,False,False,False
1247,5cba7598-6d42-5009-bef3-205605fba8ba,Violet Dust/Light Orewood Brown/Rush Fuchsia/Sail,Violet Dust/Light Orewood Brown/Rush Fuchsia/Sail,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/156811a1-5822-4c30-87a3-c100df294caf/image.jpg",75.0,75.0,False,False,False,False,False
1248,dc8f2e74-7ed2-5e97-b5d8-cb2aa4fc7e1e,Violet Dust/Light Orewood Brown/Rush Fuchsia/Sail,White/Black/Picante Red,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/c3b54c9e-c75d-4bdd-9360-b20d2789c142/image.jpg",75.0,52.97,False,False,False,False,False
1249,c48d3a2d-c4e1-5adc-9e81-7eed5963739d,Violet Dust/Light Orewood Brown/Rush Fuchsia/Sail,White/Red Stardust/Ember Glow,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/d07a5a64-2d67-4530-95f1-a3a7c700d9ff/image.jpg",80.0,80.0,False,False,False,False,False
1250,cfead1de-a37a-5975-8122-70fb45ebddf3,Violet Dust/Light Orewood Brown/Rush Fuchsia/Sail,Black/Iron Grey/White,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/991eed2c-172e-49fb-99bf-4fa02d16345a/image.jpg",75.0,75.0,False,False,False,False,False
1251,45ca282c-cdc0-593b-87f3-118897c36239,Violet Dust/Light Orewood Brown/Rush Fuchsia/Sail,Pure Platinum/White/Wolf Grey/Metallic Silver,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/d6bec863-4fe0-4938-92f4-c84397bb040e/image.jpg",75.0,60.97,False,False,False,False,False
1252,60cfcfab-160a-5685-ad13-f6470f8b567c,Violet Dust/Light Orewood Brown/Rush Fuchsia/Sail,Jade Ice/Black/Emerald Rise/White,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/85a5005c-5fc2-431c-82e2-9bab16ac5543/image.jpg",75.0,75.0,False,False,False,False,False
